crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Rapeseed &Mustard,2018,Rabi       ,Nagaland,10.220886181775843,10.2328272702548,1372.7,15.309680145205558,9614.5,1.011818182
Rice,2018,Kharif     ,Nagaland,12.250046467818787,13.160816488334081,1372.7,17.33887185409372,73146.5,2.444545455
Rice,2018,Rabi       ,Nagaland,8.605387202152153,9.644781588320864,1372.7,13.694035339582284,1911.0,2.8275
Sesamum,2018,Kharif     ,Nagaland,8.216358332386156,7.72356247227797,1372.7,13.304919906590108,1295.0,0.611818182
Small millets,2018,Kharif     ,Nagaland,9.084890521258767,9.207436158828793,1372.7,14.17360798968736,3087.0,1.17
Soyabean,2018,Kharif     ,Nagaland,10.131061276129653,10.362209026944724,1372.7,15.219851839361711,8788.5,1.253636364
Sugarcane,2018,Kharif     ,Nagaland,8.398634855292102,12.171382852239198,1372.7,13.48724118567151,1554.0,43.50181818
Sunflower,2018,Kharif     ,Nagaland,5.8888779583328805,5.771441123130016,1372.7,10.974951298618475,126.0,0.898333333
Sunflower,2018,Rabi       ,Nagaland,7.749753406274437,7.259116128097101,1372.7,12.838155263764047,812.0,0.614
Sweet potato,2018,Kharif     ,Nagaland,7.518064181233078,9.658928824466434,1372.7,12.606354342946183,644.0,8.510909091
Tapioca,2018,Kharif     ,Nagaland,7.8713112033234065,10.879574327756249,1372.7,12.959762091574188,917.0,20.26454545
Urad,2018,Rabi       ,Nagaland,6.7226297948554485,6.523562306149512,1372.7,11.810263270430047,290.5,0.810909091
Wheat,2018,Rabi       ,Nagaland,8.137688184977605,8.74209519574531,1372.7,13.226227774434618,1197.0,1.83
other oilseeds,2018,Kharif     ,Nagaland,7.828436359157585,7.32052696227274,1372.7,12.916870630070306,878.5,0.602222222
Arhar/Tur,2018,Kharif     ,Punjab,7.741099090035366,7.783640596221253,585.5,12.829497224128923,805.0,1.04125
Bajra,2018,Kharif     ,Punjab,7.00397413672268,6.55250788703459,585.5,12.091901205204898,385.0,0.8
Barley,2018,Rabi       ,Punjab,8.824824939175638,10.146472946063877,585.5,13.913508939496293,2380.0,3.77
Cotton(lint),2018,Kharif     ,Punjab,12.498372788261829,14.016654686793705,585.5,17.58719922022718,93765.0,4.273333333
Gram,2018,Rabi       ,Punjab,7.550135342488429,7.824445930877619,585.5,12.638442551687481,665.0,1.2325
Groundnut,2018,Kharif     ,Punjab,7.170888478512505,7.8636512654486515,585.5,12.258954427602859,455.0,2.0
Guar seed,2018,Kharif     ,Punjab,9.923339198238729,9.735128070758227,585.5,15.012120623730638,7140.0,1.086666667
Maize,2018,Kharif     ,Punjab,11.600945499760169,12.888919458981409,585.5,16.689766540432384,38220.0,3.54625
Masoor,2018,Rabi       ,Punjab,6.55250788703459,6.2166061010848646,585.5,11.639919284154665,245.0,0.6875
Moong(Green Gram),2018,Kharif     ,Punjab,8.071218539969863,7.901377353792616,585.5,13.15973815710106,1120.0,0.882727273
Moong(Green Gram),2018,Rabi       ,Punjab,9.69898173460629,9.55400099583723,585.5,14.787750906710949,5705.0,0.853181818
Peas & beans (Pulses),2018,Rabi       ,Punjab,8.131824785007195,8.38958706681109,585.5,13.220362665586308,1190.0,1.257777778
Rapeseed &Mustard,2018,Rabi       ,Punjab,10.32551474894327,10.747229096720554,585.5,15.414312306415422,10675.0,1.476818182
Rice,2018,Kharif     ,Punjab,14.947880265699238,16.36667308152029,585.5,20.03671008709869,1086050.0,4.011818182
Sesamum,2018,Kharif     ,Punjab,7.972810784121404,6.68586094706836,585.5,13.061298283594347,1015.0,0.34125
Sugarcane,2018,Whole Year ,Punjab,11.461642696843066,15.866295519028204,585.5,16.550462377161125,33250.0,81.23666667
Sunflower,2018,Rabi       ,Punjab,8.517393171418904,9.179984251961283,585.5,13.606024566142413,1750.0,1.8875
Urad,2018,Kharif     ,Punjab,7.601402334583733,7.00397413672268,585.5,12.6897356838327,700.0,0.7
Wheat,2018,Rabi       ,Punjab,15.07397183166515,16.720333010916935,585.5,20.16280169100708,1232000.0,5.068636364
Arhar/Tur,2018,Kharif     ,Telangana,12.597283306685775,12.160954979476639,1350.3,17.68611008801882,103513.55,0.7115625
Arhar/Tur,2018,Rabi       ,Telangana,5.8888779583328805,5.402677381872279,1350.3,10.974951298618475,126.0,0.675384615
Bajra,2018,Kharif     ,Telangana,6.253828811575473,5.556828061699537,1350.3,11.340745903828887,181.65,0.455714286
Bajra,2018,Rabi       ,Telangana,8.917310693197807,8.217978203150732,1350.3,14.006007604185017,2610.65,0.25
Banana,2018,Kharif     ,Telangana,7.325807502595773,11.445363711801912,1350.3,12.413983161043735,531.3,61.47185185
Cashewnut,2018,Kharif     ,Telangana,7.31986492980897,5.918893854273146,1350.3,12.408036686079061,528.15,0.246666667
Castor seed,2018,Kharif     ,Telangana,9.877656792501606,9.606024468229242,1350.3,14.966435940847282,6821.15,0.724
Castor seed,2018,Rabi       ,Telangana,6.139884552226255,5.720311776607412,1350.3,11.22657051150635,162.05,0.785555556
Coriander,2018,Kharif     ,Telangana,2.0794415416798357,2.0794415416798357,1350.3,7.035620649980033,2.45,1.0
Coriander,2018,Rabi       ,Telangana,6.913737350659685,6.912742820493176,1350.3,12.001579096711009,351.75,0.992727273
Cotton(lint),2018,Kharif     ,Telangana,14.42513264103031,15.162891778625552,1350.3,19.513962242506373,643907.25,2.184375
Cowpea(Lobia),2018,Kharif     ,Telangana,7.1785454837637,6.952728644624869,1350.3,12.266617264146438,458.5,0.81
Cowpea(Lobia),2018,Rabi       ,Telangana,8.275376374836407,8.392083380373393,1350.3,13.363953342655343,1373.75,1.134090909
Dry chillies,2018,Kharif     ,Telangana,11.219359449359473,12.67635123697034,1350.3,16.308176261622926,26095.65,4.320967742
Dry chillies,2018,Rabi       ,Telangana,8.982561092257445,10.798145984283169,1350.3,14.071266419572865,2786.7,6.026666667
Garlic,2018,Rabi       ,Telangana,4.465908118654584,5.3981627015177525,1350.3,9.543249124064301,30.1,2.463333333
Ginger,2018,Kharif     ,Telangana,7.38770923908104,9.320718279445792,1350.3,12.47592419480949,565.25,6.954
Ginger,2018,Rabi       ,Telangana,2.1972245773362196,4.02535169073515,1350.3,7.169042040074387,2.8,6.915
Gram,2018,Rabi       ,Telangana,11.555908323142082,12.006621206472753,1350.3,16.644728944558405,36536.85,1.575
Groundnut,2018,Kharif     ,Telangana,9.484785217645943,10.402685840061139,1350.3,14.573539825636242,4604.95,2.439565217
Groundnut,2018,Rabi       ,Telangana,11.638288587926901,12.550335881911895,1350.3,16.727109962192916,39674.25,2.329
Horse-gram,2018,Kharif     ,Telangana,4.976733742420574,4.532599493153256,1350.3,10.058686254424938,50.4,0.654
Horse-gram,2018,Rabi       ,Telangana,6.602587892189336,6.148468295917647,1350.3,11.690068637043737,257.6,0.668571429
Jowar,2018,Kharif     ,Telangana,10.460098831451251,10.38856450627934,1350.3,15.54890049200562,12212.9,0.941904762
Jowar,2018,Rabi       ,Telangana,9.961095865156441,10.463874471644896,1350.3,15.049879095760486,7414.75,1.624230769
Maize,2018,Kharif     ,Telangana,12.962999465599854,14.096150643726993,1350.3,18.05182727620987,149219.7,3.95625
Maize,2018,Rabi       ,Telangana,11.667576019839137,13.539778136524486,1350.3,16.75639764715761,40853.4,6.026451613
Moong(Green Gram),2018,Kharif     ,Telangana,11.09200148179952,10.628811464791294,1350.3,16.18081648360064,22975.05,0.618
Moong(Green Gram),2018,Rabi       ,Telangana,8.802221746402456,8.74862232231722,1350.3,13.89090240559705,2326.8,0.961923077
Onion,2018,Kharif     ,Telangana,8.47907586930311,11.050175464435801,1350.3,13.567699499994536,1684.2,12.82
Onion,2018,Rabi       ,Telangana,8.912338567117548,12.284625012428164,1350.3,14.001034813970888,2597.7,28.15518519
Potato,2018,Kharif     ,Telangana,2.1972245773362196,3.2188758248682006,1350.3,7.169042040074387,2.8,3.0
Potato,2018,Rabi       ,Telangana,7.570443252057374,10.491746328198644,1350.3,12.65876097651051,678.65,16.048
Ragi,2018,Kharif     ,Telangana,6.942156705699469,6.919683849847411,1350.3,12.030026159234922,361.9,0.974285714
Ragi,2018,Rabi       ,Telangana,5.176149732573829,5.159055299214529,1350.3,10.259349165811129,61.6,0.994285714
Rice,2018,Kharif     ,Telangana,13.988846027206366,15.23500997826525,1350.3,19.077675333215907,416242.4,3.3065625
Rice,2018,Rabi       ,Telangana,13.517790270797652,14.745268597189884,1350.3,18.606619073996285,259877.8,3.208125
Safflower,2018,Rabi       ,Telangana,7.845024417241484,7.342131730584722,1350.3,12.933465201984813,893.2,0.749
Sesamum,2018,Kharif     ,Telangana,6.647688373563329,4.890349128221754,1350.3,11.735228663286746,269.5,0.167857143
Sesamum,2018,Rabi       ,Telangana,9.734713808287442,9.378563004390635,1350.3,14.823485120561537,5912.55,0.687727273
Small millets,2018,Kharif     ,Telangana,4.574710978503383,4.584967478670572,1350.3,9.653242552213243,33.6,0.986666667
Small millets,2018,Rabi       ,Telangana,3.2188758248682006,3.2188758248682006,1350.3,8.26714082354481,8.4,1.0
Soyabean,2018,Kharif     ,Telangana,11.905737526510627,12.365637215201511,1350.3,16.99456095823808,51839.55,1.544705882
Sugarcane,2018,Kharif     ,Telangana,10.592250134778249,14.969109013963415,1350.3,15.68105532110055,13938.4,80.47047619
Sunflower,2018,Kharif     ,Telangana,4.8283137373023015,5.497168225293202,1350.3,9.909161425631932,43.4,1.98
Sunflower,2018,Rabi       ,Telangana,7.789454566086673,8.46252579007393,1350.3,12.877873097282551,844.9,1.984
Sweet potato,2018,Kharif     ,Telangana,1.9459101490553132,3.6635616461296463,1350.3,6.881616621372443,2.1,6.33
Sweet potato,2018,Rabi       ,Telangana,4.430816798843313,6.269096283706261,1350.3,9.507745026576087,29.05,6.35
Tobacco,2018,Kharif     ,Telangana,7.048386408721883,8.138564737261632,1350.3,12.136352724092163,402.5,4.306666667
Tobacco,2018,Rabi       ,Telangana,7.969703583278656,9.11964950669168,1350.3,13.0581900162544,1011.85,4.26
Turmeric,2018,Kharif     ,Telangana,10.88002636475564,12.752084894910519,1350.3,15.968837791738308,18586.4,6.31
Urad,2018,Kharif     ,Telangana,10.195559973289201,10.02698754852174,1350.3,15.284353008742515,9374.05,0.862307692
Urad,2018,Rabi       ,Telangana,8.573573524852344,8.965590066907914,1350.3,13.662215778416515,1851.15,1.3956
Wheat,2018,Rabi       ,Telangana,8.485702524324866,9.115370134384955,1350.3,13.574327519109083,1695.4,1.807
Arhar/Tur,2018,Kharif     ,Tripura,8.618666160346871,8.361708288575842,2169.1,13.707316698843778,1936.55,0.7675
Cotton(lint),2018,Kharif     ,Tripura,6.70073110954781,7.104144092987527,2169.1,11.788338074459626,284.2,1.4175
Cowpea(Lobia),2018,Kharif     ,Tripura,8.329899292995725,8.075893630298857,2169.1,13.418489696638773,1450.75,0.765
Gram,2018,Rabi       ,Tripura,5.552959584921617,5.153291594497779,2169.1,10.637930215503244,89.95,0.67
Groundnut,2018,Kharif     ,Tripura,7.1372784372603855,7.421177528595393,2169.1,12.225318254975612,439.95,1.31625
Groundnut,2018,Rabi       ,Tripura,6.902742737158593,7.266128779556451,2169.1,11.990573550761422,347.9,1.43
Jowar,2018,Kharif     ,Tripura,6.335054251498059,6.111467339502679,2169.1,11.42212072043265,197.05,0.77875
Jowar,2018,Rabi       ,Tripura,5.986452005284438,5.762051382780177,2169.1,11.072781951789768,138.95,0.796666667
Jute,2018,Kharif     ,Tripura,6.48768401848461,8.672314828283538,2169.1,11.575000328794825,229.6,9.015
Khesari,2018,Rabi       ,Tripura,3.367295829986474,2.9444389791664403,2169.1,8.421254814337315,9.8,0.652
Maize,2018,Kharif     ,Tripura,9.511925349596956,9.766005509214866,2169.1,14.60068198008734,4731.65,1.3075
Maize,2018,Rabi       ,Tripura,7.80954132465341,8.569026340056254,2169.1,12.8979680429364,862.05,2.12375
Masoor,2018,Rabi       ,Tripura,7.830425617820331,7.537430036586509,2169.1,12.918860675595095,880.25,0.73625
Mesta,2018,Kharif     ,Tripura,6.202535517187923,8.323365694436081,2169.1,11.289351821179508,172.55,8.14625
Moong(Green Gram),2018,Kharif     ,Tripura,7.641564441260972,7.135687347028144,2169.1,12.729917352056509,728.7,0.60125
Moong(Green Gram),2018,Rabi       ,Tripura,7.581719640125308,7.1731917424865985,2169.1,12.670043111793223,686.35,0.66625
Other  Rabi pulses,2018,Rabi       ,Tripura,6.754604099487962,6.586171654854675,2169.1,11.842275254218343,299.95,0.8575
Other Kharif pulses,2018,Kharif     ,Tripura,4.820281565605037,4.787491742782046,2169.1,9.901064619603375,43.05,0.918
Peas & beans (Pulses),2018,Rabi       ,Tripura,8.129764445794171,7.955425088912672,2169.1,13.218301723507249,1187.55,0.84
Rapeseed &Mustard,2018,Rabi       ,Tripura,8.952864141581468,8.76795190976342,2169.1,14.041565706462611,2705.15,0.83125
Rice,2018,Autumn     ,Tripura,10.472799042021169,11.44522461560597,2169.1,15.561601062009657,12369.0,2.50625
Rice,2018,Kharif     ,Tripura,9.64101828255575,9.696955267027116,2169.1,14.729783816106195,5383.7,1.05375
Rice,2018,Summer     ,Tripura,11.166808870681278,12.356869134916272,2169.1,16.255624963739365,24759.7,3.0775
Rice,2018,Winter     ,Tripura,11.904298410001253,13.019069613432023,2169.1,16.993121832065317,51765.0,3.03375
Sesamum,2018,Kharif     ,Tripura,8.849083518532339,8.374015421739909,2169.1,13.937771021629672,2438.45,0.63375
Small millets,2018,Kharif     ,Tripura,6.369900982828227,6.1463292576688975,2169.1,11.457027902981231,204.05,0.83875
Soyabean,2018,Kharif     ,Tripura,4.04305126783455,3.7376696182833684,2169.1,9.114291919715802,19.6,0.758333333
Soyabean,2018,Rabi       ,Tripura,3.828641396489095,3.6109179126442243,2169.1,8.895629627136483,15.75,0.818
Sugarcane,2018,Whole Year ,Tripura,6.4967749901858625,10.488910314508901,2169.1,11.584105010608358,231.7,55.4425
Urad,2018,Kharif     ,Tripura,7.834788107388194,7.294377299288821,2169.1,12.923224885296653,884.1,0.58625
Urad,2018,Rabi       ,Tripura,7.755767170102998,7.399398083331354,2169.1,12.844171596010234,816.9,0.69875
Wheat,2018,Rabi       ,Tripura,5.062595033026967,5.808142489980444,2169.1,10.14511521522749,54.95,2.08625
other oilseeds,2018,Rabi       ,Tripura,3.9889840465642745,3.7376696182833684,2169.1,9.059238373526943,18.55,0.755
Arhar/Tur,2018,Kharif     ,Uttar Pradesh,12.431517546706216,12.512394905200503,792.8,17.5203437221787,87701.25,1.021111111
Bajra,2018,Kharif     ,Uttar Pradesh,13.68394865319611,14.391726090334648,792.8,18.772777661300378,306853.4,1.701290323
Banana,2018,Summer     ,Uttar Pradesh,11.162970746789632,14.985689425513494,792.8,16.25178678582337,24664.85,45.99080645
Barley,2018,Rabi       ,Uttar Pradesh,11.92424672562899,13.02801093881943,792.8,17.013070280410393,52808.0,3.080810811
Coriander,2018,Rabi       ,Uttar Pradesh,8.800264651310336,8.567886305731756,792.8,13.888945017645096,2322.25,0.79421875
Cotton(lint),2018,Kharif     ,Uttar Pradesh,8.648221453822641,7.577633832602728,792.8,13.736877223324486,1994.65,0.393333333
Dry chillies,2018,Kharif     ,Uttar Pradesh,9.529811766917371,9.450694960020746,792.8,14.61856970061745,4817.05,0.938333333
Garlic,2018,Rabi       ,Uttar Pradesh,10.443308713143372,12.334193175806034,792.8,15.532109891452173,12009.55,6.654
Ginger,2018,Kharif     ,Uttar Pradesh,6.807934943699926,8.365206834418355,792.8,11.895666321992836,316.4,4.7475
Gram,2018,Rabi       ,Uttar Pradesh,13.257565373792973,13.497982148603485,792.8,18.346393779165034,200334.05,1.325384615
Groundnut,2018,Kharif     ,Uttar Pradesh,11.523202475131168,11.517624407626693,792.8,16.612022780029847,35361.2,1.026129032
Guar seed,2018,Kharif     ,Uttar Pradesh,7.613324979540639,7.280697195384741,792.8,12.70166421814535,708.4,0.7145
Jowar,2018,Kharif     ,Uttar Pradesh,11.901522435951248,12.122511672680291,792.8,16.990345839335852,51621.5,1.185
Linseed,2018,Rabi       ,Uttar Pradesh,10.235342000707783,9.774517171239168,792.8,15.324136483371065,9754.5,0.635416667
Maize,2018,Kharif     ,Uttar Pradesh,13.420642601178779,14.14659688802334,792.8,18.509471267821162,235818.8,1.9284
Maize,2018,Rabi       ,Uttar Pradesh,9.506213803454253,10.537282738645802,792.8,14.594970012865197,4704.7,2.801395349
Maize,2018,Summer     ,Uttar Pradesh,10.732388654073693,11.458479838780507,792.8,15.821197103648512,16035.25,2.061333333
Masoor,2018,Rabi       ,Uttar Pradesh,13.072504842730318,13.098353431743856,792.8,18.16133289512549,166488.35,1.00472973
Moong(Green Gram),2018,Kharif     ,Uttar Pradesh,10.83004539676606,9.972453757000851,792.8,15.918855864590611,17680.25,0.486231884
Moong(Green Gram),2018,Summer     ,Uttar Pradesh,10.632556742272136,10.446218737313103,792.8,15.721362914470228,14511.7,0.794444444
Onion,2018,Rabi       ,Uttar Pradesh,9.597641509456675,12.33703511629867,792.8,14.686404178748276,5155.15,15.80146667
Onion,2018,Summer     ,Uttar Pradesh,9.453286550586572,11.919356772823718,792.8,14.54203874140455,4462.15,11.87676056
Peas & beans (Pulses),2018,Rabi       ,Uttar Pradesh,12.716561212498904,13.197494968338686,792.8,17.805388371666346,116627.0,1.507702703
Potato,2018,Rabi       ,Uttar Pradesh,13.25584476877881,16.65205434991694,792.8,18.344673171160792,199989.65,27.7596
Rapeseed &Mustard,2018,Rabi       ,Uttar Pradesh,13.532062177444521,13.926335217957877,792.8,18.620890999610197,263613.35,1.237733333
Rice,2018,Kharif     ,Uttar Pradesh,15.589612377785379,16.58386721262571,792.8,20.678442350876775,2063244.05,2.6056
Rice,2018,Summer     ,Uttar Pradesh,10.280072961093643,11.376727663492234,792.8,15.36886900369733,10200.75,2.662631579
Sannhamp,2018,Kharif     ,Uttar Pradesh,7.479299637782834,5.831882477283517,792.8,12.567568450422847,619.5,0.164193548
Sesamum,2018,Kharif     ,Uttar Pradesh,12.698504129615438,11.212212187308628,792.8,17.78733123443812,114539.95,0.216901408
Small millets,2018,Kharif     ,Uttar Pradesh,8.712595487748722,8.431635303054591,792.8,13.801262129508986,2127.3,0.75
Small millets,2018,Summer     ,Uttar Pradesh,4.1588830833596715,4.060443010546419,792.8,9.232062724048498,22.05,0.95
Soyabean,2018,Kharif     ,Uttar Pradesh,10.031132906371798,9.926862223852579,792.8,15.119919310144113,7952.7,0.902307692
Sugarcane,2018,Kharif     ,Uttar Pradesh,14.614730700332005,19.006789106848778,792.8,19.70356039510608,778331.75,68.77786667
Sunflower,2018,Summer     ,Uttar Pradesh,7.1276936993473985,7.438383530044307,792.8,12.215725902558312,435.75,1.359090909
Sweet potato,2018,Kharif     ,Uttar Pradesh,9.661033752687418,12.10206676749192,792.8,14.749800566584808,5492.55,11.44955882
Tobacco,2018,Rabi       ,Uttar Pradesh,10.139665782120794,10.903071089406382,792.8,15.228456684451556,8864.45,2.135416667
Tobacco,2018,Summer     ,Uttar Pradesh,6.933423025730715,7.813187267521416,792.8,12.021284048092427,358.75,2.37875
Turmeric,2018,Rabi       ,Uttar Pradesh,7.259116128097101,7.5569505720129,792.8,12.347246633977132,497.0,1.254230769
Urad,2018,Kharif     ,Uttar Pradesh,13.164439625020211,12.576307733732465,792.8,18.253267860928766,182520.1,0.672297297
Urad,2018,Summer     ,Uttar Pradesh,10.72579722093939,10.484445398482496,792.8,15.814605527058307,15929.9,0.82265625
Wheat,2018,Rabi       ,Uttar Pradesh,16.103580920062132,17.454141566382944,792.8,21.19241096090692,3449565.0,3.8556
Arhar/Tur,2018,Kharif     ,Uttarakhand,8.070906088787819,7.85243908535751,1373.0,13.15942560886502,1119.65,0.745833333
Barley,2018,Rabi       ,Uttarakhand,9.84834475303892,10.204480639047581,1373.0,14.937122384503855,6624.1,1.435384615
Garlic,2018,Whole Year ,Uttarakhand,8.385944904806284,10.397024586164576,1373.0,13.474548376610208,1534.4,6.039130435
Gram,2018,Rabi       ,Uttarakhand,6.679599185844383,6.472346294500901,1373.0,11.76718001130949,278.25,0.76
Groundnut,2018,Kharif     ,Uttarakhand,6.565264970035361,6.601230118728877,1373.0,11.65269436384293,248.15,1.025
Horse-gram,2018,Kharif     ,Uttarakhand,9.464905067965136,9.343121483210002,1373.0,14.55365815925029,4514.3,0.885454545
Linseed,2018,Rabi       ,Uttarakhand,2.6390573296152584,2.6390573296152584,1373.0,7.654253635039077,4.55,1.0
Maize,2018,Kharif     ,Uttarakhand,9.964911854523127,10.599331094643816,1373.0,15.053695263802398,7443.1,1.77
Maize,2018,Summer     ,Uttarakhand,4.77912349311153,5.117993812416755,1373.0,9.85956701247799,41.3,1.656
Masoor,2018,Rabi       ,Uttarakhand,9.102977853647683,8.973604867142505,1373.0,14.191697341826597,3143.35,0.848461538
Moong(Green Gram),2018,Kharif     ,Uttarakhand,0.6931471805599453,0.6931471805599453,1373.0,5.094976442530006,0.35,1.0
Moth,2018,Kharif     ,Uttarakhand,3.044522437723423,2.302585092994046,1373.0,8.08487062913819,7.0,0.48
Onion,2018,Whole Year ,Uttarakhand,8.11552088154677,10.892080341165677,1373.0,13.204053957359466,1170.75,16.14384615
Other  Rabi pulses,2018,Rabi       ,Uttarakhand,1.791759469228055,1.3862943611198906,1373.0,6.699500340161678,1.75,0.666666667
Other Cereals,2018,Kharif     ,Uttarakhand,6.645090969505644,6.0112671744041615,1373.0,11.732627902437535,268.8,0.561428571
Other Cereals,2018,Rabi       ,Uttarakhand,6.628041376179533,6.343880434126331,1373.0,11.715556056762047,264.25,0.74
Other Kharif pulses,2018,Kharif     ,Uttarakhand,9.573176298028388,9.651043915510366,1373.0,14.661937296177566,5030.55,1.035454545
Other Summer Pulses,2018,Summer     ,Uttarakhand,1.3862943611198906,1.0986122886681098,1373.0,6.189495397607116,1.05,0.67
Peas & beans (Pulses),2018,Rabi       ,Uttarakhand,8.622093601241607,8.62191350218664,1373.0,13.710744754319085,1943.2,0.718461538
Potato,2018,Kharif     ,Uttarakhand,8.849513965486398,11.143657272173883,1373.0,13.93820152997324,2439.5,10.553
Potato,2018,Rabi       ,Uttarakhand,8.508354242749032,11.003365706325472,1373.0,13.596983832688444,1734.25,11.87384615
Ragi,2018,Kharif     ,Uttarakhand,11.451103251326886,11.647963222457296,1373.0,16.53992282080432,32901.4,1.364545455
Rapeseed &Mustard,2018,Rabi       ,Uttarakhand,9.483796737163981,9.414015640094995,1373.0,14.572551270450962,4600.4,0.863076923
Rice,2018,Kharif     ,Uttarakhand,12.403557818051926,13.262062709123828,1373.0,17.492383881065226,85283.1,1.804615385
Rice,2018,Summer     ,Uttarakhand,9.660332602134424,10.850714777975867,1373.0,14.749099371612525,5488.7,3.283333333
Sesamum,2018,Kharif     ,Uttarakhand,7.522400231387125,6.311734809152915,1373.0,12.610692730039776,646.8,0.260833333
Small millets,2018,Kharif     ,Uttarakhand,10.893586211555004,11.14041145700175,1373.0,15.982397890595664,18840.15,1.236363636
Soyabean,2018,Kharif     ,Uttarakhand,9.111072370317514,9.178023770499639,1373.0,14.199792750616693,3168.9,0.959166667
Sugarcane,2018,Whole Year ,Uttarakhand,11.43889133624386,15.680987696997521,1373.0,16.527710775822204,32502.05,73.1
Sunflower,2018,Kharif     ,Uttarakhand,1.791759469228055,1.3862943611198906,1373.0,6.699500340161678,1.75,0.6
Sunflower,2018,Summer     ,Uttarakhand,1.3862943611198906,1.3862943611198906,1373.0,6.189495397607116,1.05,1.0
Tobacco,2018,Whole Year ,Uttarakhand,0.6931471805599453,1.0986122886681098,1373.0,5.094976442530006,0.35,2.0
Turmeric,2018,Whole Year ,Uttarakhand,7.1770187659099,8.317033476492403,1373.0,12.2650893871645,457.8,2.91
Urad,2018,Kharif     ,Uttarakhand,9.43284371840297,9.280612424961515,1373.0,14.521594299220721,4371.85,0.950769231
Urad,2018,Summer     ,Uttarakhand,3.912023005428146,3.4965075614664802,1373.0,8.98077625285905,17.15,0.825
Wheat,2018,Rabi       ,Uttarakhand,12.636077509018186,13.740418409360057,1373.0,17.724904418217207,107608.2,2.349230769
other oilseeds,2018,Kharif     ,Uttarakhand,2.8903717578961645,2.833213344056216,1373.0,7.922406080469374,5.95,0.8225
other oilseeds,2018,Rabi       ,Uttarakhand,2.1972245773362196,1.791759469228055,1373.0,7.169042040074387,2.8,0.583333333
Arhar/Tur,2018,Rabi       ,West Bengal,8.190354403763262,8.624252263709645,2012.6,13.278908901587004,1261.75,1.621875
Bajra,2018,Kharif     ,West Bengal,4.276666119016055,3.4011973816621555,2012.6,9.351596849151537,24.85,0.41
Barley,2018,Rabi       ,West Bengal,6.501289670540389,6.917705609835305,2012.6,11.58862645331391,232.75,1.4925
Castor seed,2018,Kharif     ,West Bengal,2.995732273553991,2.4849066497880004,2012.6,8.033593553903838,6.65,0.58
Coconut ,2018,Whole Year ,West Bengal,10.335789314597852,19.768818827806037,2012.6,15.424587205149942,10785.25,12018.40727
Cotton(lint),2018,Kharif     ,West Bengal,5.8888779583328805,7.469654172932128,2012.6,10.974951298618475,126.0,4.87
Gram,2018,Rabi       ,West Bengal,10.488715390876578,10.653463926082116,2012.6,15.577517854922673,12567.45,1.097
Groundnut,2018,Autumn     ,West Bengal,8.273336598504486,8.257644958208228,2012.6,13.361913049312745,1370.95,1.301666667
Groundnut,2018,Rabi       ,West Bengal,9.184919994629272,9.846758458290038,2012.6,14.273648188887034,3411.8,1.654375
Groundnut,2018,Summer     ,West Bengal,10.884591767742284,12.015045303115256,2012.6,15.97340327997115,18671.45,2.840555556
Horse-gram,2018,Rabi       ,West Bengal,7.2485040723706105,6.548219102762372,2012.6,12.336627111502246,491.75,0.568571429
Jowar,2018,Autumn     ,West Bengal,4.174387269895637,3.4339872044851463,2012.6,9.247809552090658,22.4,0.47
Jute,2018,Kharif     ,West Bengal,13.158232325818572,15.71308528943725,2012.6,18.24706054986062,181390.65,25.43055556
Khesari,2018,Rabi       ,West Bengal,11.434974734252892,11.195539913145005,2012.6,16.523794131832943,32375.0,0.858095238
Linseed,2018,Rabi       ,West Bengal,8.28045768658256,7.473069088032197,2012.6,13.369035937755532,1380.75,0.437058824
Maize,2018,Autumn     ,West Bengal,10.890441759661355,12.113079778681008,2012.6,15.979253380555221,18781.0,3.236666667
Maize,2018,Rabi       ,West Bengal,11.541629533098584,13.522207383344279,2012.6,16.63045001760123,36018.85,4.09
Maize,2018,Summer     ,West Bengal,11.587401940646757,13.598408718696207,2012.6,16.676222857219877,37705.85,3.972380952
Masoor,2018,Rabi       ,West Bengal,12.044735370544808,11.857018588722802,2012.6,17.133559673026156,59570.0,0.846666667
Mesta,2018,Kharif     ,West Bengal,9.282847062762931,11.782677755256026,2012.6,14.371584767622624,3762.85,10.75538462
Moong(Green Gram),2018,Kharif     ,West Bengal,7.861341795599989,7.575071699507561,2012.6,12.949788883281213,907.9,0.79
Moong(Green Gram),2018,Rabi       ,West Bengal,6.873163834212518,6.529418838262226,2012.6,11.960964631837314,337.75,0.694444444
Moong(Green Gram),2018,Summer     ,West Bengal,11.018940570066889,10.282129446600417,2012.6,16.107754424315345,21356.3,0.95
Niger seed,2018,Kharif     ,West Bengal,7.077498053569231,6.386879319362645,2012.6,12.165489164230046,414.4,0.493333333
Other  Rabi pulses,2018,Rabi       ,West Bengal,6.55250788703459,6.26530121273771,2012.6,11.639919284154665,245.0,0.75
Other Kharif pulses,2018,Kharif     ,West Bengal,7.518064181233078,7.115582126184454,2012.6,12.606354342946183,644.0,0.656
Peas & beans (Pulses),2018,Rabi       ,West Bengal,9.746892220313054,9.904037401341563,2012.6,14.835664244711655,5985.0,1.205714286
Potato,2018,Rabi       ,West Bengal,12.98549614132137,16.21814666613188,2012.6,18.07432400378732,152614.7,27.25909091
